StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q37,Q39,Q1,Q1_6_TEXT,Q1,Q3,Q4,Q10_1,Q10_2,Q10_3,Q40_1,Q40_2,Q43,Q44,Q11,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q5,Q6,Q7,Q8,Q9,Q32,Q36,Q35,Q34,Q33,Q15,Q16,Q14
2022-10-28 08:14:59,2022-10-28 08:22:03,IP Address,69.27.248.130,100,423,True,2022-10-28 08:22:03,R_3qxMze1qhyAsSEq,,,,,40.9426,-73.1116,anonymous,EN,I agree,Yes,Female,,New York,Suburban (population of 10k-50k),Educational,0,39,,5,23,Yes,,Every day,Every day,A few times per week,Every day,A few times per week,Never,Every day,A few times per month,A few times per year,Never,A few times per year,A few times per week,A few times per week,A few times per week,Every day,A few times per year,Every day,A few times per week,Never,Never,,Every day,Every day,Every day,A few times per year,,,
2022-10-28 07:40:34,2022-10-28 08:22:46,IP Address,69.27.248.130,100,2532,True,2022-10-28 08:22:47,R_2n2mknkVyINv7wd,,,,,40.9426,-73.1116,anonymous,EN,I agree,Yes,Female,,New York,Suburban (population of 10k-50k),Educational,0,32,2,1,23,No,Advertising Account Executive,A few times per week,A few times per week,A few times per week,Every day,Never,Never,A few times per week,Never,Never,Never,A few times per year,A few times per week,A few times per month,A few times per year,A few times per year,A few times per year,Every day,Every day,Never,Never,,A few times per year,A few times per year,A few times per month,A few times per year,"Work stress related to having zero time to manage caseload responsibilities & plan/differentiate therapy for students with diverse speech-language needs during the school day, coupled with the responsibilities of daily life as a full-time working mother, and family loss/illness/tragedy leaves me feeling VERY overwhelmed.  Following the loss of my father, I found that I NEEDED to speak with someone about how overwhelmed I was feeling.  My job as an SLP in the schools doesn't leave much room for self-care.  At times, I suffer from burnout because I work as many hours outside of the school week as I do during the week.  Administrators only seem to care about our ability to provide direct service to students and do not acknowledge the legitimate need for SLPs to have time allotted in their school day to manage caseload responsibilities and plan lessons.  ",,"As SLPs in the schools, we are paid according to the teachers' salary scale; however, SLPs often fall into many gray areas and are not treated equitably.  We don't get an extra 45 minute prep per week like classroom teachers do (for planning), our caseloads are not capped at 25, we are expected to complete Medicaid log notes on our own time; yet, we are expected to pay for CEUs to maintain our licensure.   The inequities are numerous.  Teachers are provided with substitute coverage so that they can test their students' reading levels.  We are provided with a 1 hour testing slot for re-evaluation testing per week.  This is not nearly enough time to test a student for his/her re-eval, so we often pull students during our lunch or prep.  Teachers routinely attend various trainings/meetings where they are away from their class.  We don't even have dept. meetings during the school day because we are not supposed to cancel students' sessions.  It's very frustrating to feel like we're the underdog and no one really cares about fairness and how it impacts our mental health."
2022-10-30 08:07:28,2022-10-30 08:18:10,IP Address,96.224.18.67,100,641,True,2022-10-30 08:18:10,R_6s3dVTmwJNI5fiN,,,,,40.8431,-73.2809,anonymous,EN,I agree,Yes,Female,,New York,Suburban (population of 10k-50k),Both,4,20,,5,5,No,"Teacher ",A few times per year,A few times per week,Never,A few times per week,Never,Never,Once a week,A few times per week,A few times per year,Never,Every day,A few times per week,A few times per month,Every day,Every day,A few times per month,A few times per week,A few times per month,A few times per week,Once a month,A few times per week,A few times per month,A few times per month,Never,Every day,,,
2022-10-30 08:24:49,2022-10-30 08:48:42,IP Address,167.206.154.62,100,1432,True,2022-10-30 08:48:42,R_1jCXqEoAhZXJKBp,,,,,40.7196,-73.7463,anonymous,EN,I agree,Yes,Female,,New York,Urban (population of 50k+),Medical,40,,,26,0,Yes,,A few times per week,A few times per month,Once a month,A few times per week,Once a month,Never,A few times per month,A few times per week,A few times per year,A few times per year,Every day,Every day,Every day,Every day,A few times per week,Once a week,A few times per week,A few times per week,A few times per year,Never,,Every day,Every day,Every day,Every day,n/a,n/a,
2022-10-24 08:13:20,2022-10-24 08:13:38,IP Address,107.115.203.72,5,18,False,2022-10-31 08:13:42,R_AaPJ90aFwarzbTH,,,,,,,qr,EN,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-31 09:17:03,2022-10-31 09:55:08,IP Address,129.49.158.253,100,2284,True,2022-10-31 09:55:09,R_2Va1aEJMczB744N,,,,,40.9076,-73.122,anonymous,EN,I agree,Yes,Female,,New York,Suburban (population of 10k-50k),Medical,55,,,13,4,Yes,,Every day,Every day,Every day,Every day,Never,Never,Every day,A few times per week,Once a week,Never,Every day,Every day,Every day,Every day,Every day,A few times per year,Every day,Every day,A few times per month,Never,Never,A few times per week,Every day,Every day,Every day,yes,,Hostile work environment and lack of concern/support from administration/HR
2022-11-01 05:13:40,2022-11-01 05:18:52,IP Address,129.49.252.228,100,311,True,2022-11-01 05:18:53,R_2WAQYoJYFlHTO78,,,,,40.7963,-73.0665,anonymous,EN,I agree,Yes,Male,,New York,Suburban (population of 10k-50k),Medical,37,,1,12,0,Yes,,A few times per year,Once a month,A few times per year,A few times per year,A few times per year,A few times per year,A few times per year,A few times per year,A few times per year,Never,A few times per week,Every day,Every day,A few times per week,Every day,A few times per year,A few times per month,Never,A few times per week,A few times per week,A few times per year,A few times per year,A few times per year,Never,A few times per week,no,,
2022-11-01 05:11:27,2022-11-01 05:20:01,IP Address,69.27.229.130,100,514,True,2022-11-01 05:20:01,R_242eIPfJNg1VBIN,,,,,40.6892,-73.7431,anonymous,EN,I agree,Yes,Female,,New York,Suburban (population of 10k-50k),Medical,35,4,1,9,3,Yes,,A few times per month,A few times per month,A few times per month,Once a month,A few times per year,Never,A few times per year,Once a month,Never,Once a month,Once a week,A few times per week,A few times per week,A few times per week,A few times per week,A few times per year,A few times per year,Never,A few times per week,A few times per month,A few times per week,A few times per week,A few times per week,A few times per month,Every day,"Yes, I receive counseling",,
2022-11-01 06:06:49,2022-11-01 07:38:23,IP Address,129.49.158.253,100,5494,True,2022-11-01 07:38:23,R_efZVibU2WG6hot3,,,,,40.9076,-73.122,anonymous,EN,I agree,Yes,Female,,New York,Suburban (population of 10k-50k),Medical,53,18,18,6,2,Yes,,A few times per month,Every day,Once a week,Every day,Once a month,Never,A few times per month,A few times per week,A few times per year,A few times per year,A few times per week,Every day,Every day,Every day,Once a month,Never,Every day,Once a month,Never,A few times per year,,A few times per week,Once a week,Every day,A few times per month,"Yes, both. I considered a career change multiple times in the past several years. I took classes in the tech field, changed my resume and spoke with someone about transitioning from the medical field into the tech field. I also received mental health services shortly after working in-person through the first wave of Covid following severe, consistent panic attacks at work and at home which helped immensely. ",Mental health is not a concern of any administration in the health field I've worked for. It is wholly the employee's responsibility whether your work environment and burn-out contribute to it or not.,"Being forced to work through a global pandemic with no regard for my safety and well-being from my superiors, hostile work environment, productivity expectations, extensive paperwork expectations."
2022-11-02 06:01:12,2022-11-02 06:18:23,IP Address,69.27.248.130,100,1030,True,2022-11-02 06:18:24,R_29agizXjm2TIZ7b,,,,,40.9426,-73.1116,anonymous,EN,I agree,Yes,Female,,New York,Suburban (population of 10k-50k),Educational,,40,15,0,17,No,Marketing,Once a week,A few times per month,Once a month,A few times per month,A few times per year,Never,A few times per week,Once a month,A few times per year,Never,A few times per week,Once a week,A few times per year,Once a month,A few times per month,A few times per week,A few times per year,A few times per week,A few times per month,Never,Never,A few times per week,Never,Once a month,Every day,,"Because of my students' increased anxiety levels, I am drawn into more meetings to address these concerns.",
2022-11-06 06:05:13,2022-11-06 06:14:52,IP Address,68.195.96.212,100,579,True,2022-11-06 06:14:53,R_2rUUvyzlsD0IMuo,,,,,40.871,-73.051,anonymous,EN,I agree,Yes,Female,,New York,Suburban (population of 10k-50k),Educational,,0,,0,15,Yes,,A few times per month,A few times per year,Never,A few times per year,A few times per year,Never,Never,Once a month,A few times per year,Never,A few times per year,A few times per week,A few times per month,Once a month,A few times per year,A few times per month,Every day,A few times per week,Never,A few times per month,,A few times per week,A few times per year,A few times per year,A few times per year,Staff shortage and refusal to hire more,,"Time: we need more time and less meetings, more time to call parents "
2022-10-30 08:23:31,2022-10-30 08:29:02,IP Address,108.14.6.222,67,331,False,2022-11-06 07:29:09,R_1GZHPz10Nh065Kj,,,,,,,anonymous,EN,I agree,Yes,Female,,New York,Suburban (population of 10k-50k),Both,35,5,,3,3,No,Social worker/psychologist/ within the mental health counseling field,Once a week,A few times per week,A few times per month,A few times per month,Never,A few times per year,A few times per month,A few times per month,Never,Never,Once a week,A few times per week,Every day,Every day,A few times per week,,,,,,,,,,,,,
2022-11-01 06:51:39,2022-11-01 06:52:04,IP Address,198.46.117.100,7,24,False,2022-11-08 05:52:07,R_2wLW0jKORqijzP7,,,,,,,anonymous,EN,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01 08:34:29,2022-11-01 09:17:10,IP Address,198.46.117.100,7,2561,False,2022-11-08 08:17:13,R_24dOX5us5yrGOrT,,,,,,,anonymous,EN,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
